,title,date,author,level,length,icon
732,Managing Security in Google Cloud,Jan 30 2023,by Google Cloud,Beginner,2h 19m,https://pluralsight.imgix.net/course-images/managing-security-google-cloud-6-v1.png?w=120
733,Security Hot Takes: Federal Network Breach,Jan 30 2023,by Bri Frost,Beginner,19m,https://pluralsight.imgix.net/course-images/security-federal-network-breach-v1.png?w=120
734,Security Architecture,Jan 27 2023,by Kevin Henry,Intermediate,1h 27m,https://pluralsight.imgix.net/course-images/security-architecture-v1.png?w=120
735,Security Best Practices in Google Cloud,Jan 27 2023,by Google Cloud,Beginner,1h 59m,https://pluralsight.imgix.net/course-images/security-best-practices-google-cloud-7-v1.png?w=120
736,The IT Ops Sessions: Observability and Cisco Thousand Eyes,Jan 27 2023,by Matt Conran,Intermediate,33m,https://pluralsight.imgix.net/course-images/observability-cisco-thousand-eyes-it-ops-sessions-v1.png?w=120
737,Testing in React 18,Jan 27 2023,by Liam McLennan,Intermediate,2h 4m,https://pluralsight.imgix.net/course-images/react-18-testing-v1.jpg?w=120
738,Azure Virtual Desktop: Plan an AVD Architecture,Jan 27 2023,by Ned Bellavance,Intermediate,1h 16m,https://pluralsight.imgix.net/course-images/azure-virtual-desktop-plan-avd-architecture-cert-v1.jpg?w=120
739,Preparing for Your Professional Cloud Security Engineer Journey,Jan 27 2023,by Google Cloud,Beginner,56m,https://pluralsight.imgix.net/course-images/preparing-professional-cloud-security-engineer-journey-5-v1.png?w=120
740,Networking in Google Cloud: Defining and Implementing Networks,Jan 27 2023,by Google Cloud,Beginner,1h 35m,https://pluralsight.imgix.net/course-images/networking-google-cloud-defining-implementing-networks-8-v1.png?w=120
741,Google Cloud Fundamentals for AWS Professionals,Jan 27 2023,by Google Cloud,Beginner,2h 50m,https://pluralsight.imgix.net/course-images/google-cloud-fundamentals-aws-professionals-2-v1.png?w=120
742,Google Cloud Fundamentals: Core Infrastructure,Jan 27 2023,by Google Cloud,Beginner,2h 22m,https://pluralsight.imgix.net/course-images/google-cloud-fundamentals-core-infrastructure-2-v1.png?w=120
743,Securing Azure Kubernetes Service (AKS) Clusters,Jan 27 2023,by Anthony Nocentino,Intermediate,1h 54m,https://pluralsight.imgix.net/course-images/azure-kubernetes-service-securing-clusters-v1.jpg?w=120
744,Google Cloud Fundamentals for Azure Professionals: Core Infrastructure,Jan 27 2023,by Google Cloud,Beginner,2h 48m,https://pluralsight.imgix.net/course-images/google-cloud-fundamentals-azure-professionals-core-infrastructure-2-v1.png?w=120
745,Azure Virtual Desktop: Implement an AVD Infrastructure,Jan 27 2023,by Ned Bellavance,Intermediate,2h 38m,https://pluralsight.imgix.net/course-images/azure-virtual-desktop-implement-avd-infrastructure-cert-v1.jpg?w=120
746,Developing Applications with Cloud Functions on Google Cloud,Jan 27 2023,by Google Cloud,Intermediate,1h 25m,https://pluralsight.imgix.net/course-images/developing-applications-cloud-functions-google-cloud-v1.png?w=120
747,Azure Virtual Desktop: Plan and Implement Identity and Security,Jan 27 2023,by Ned Bellavance,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/azure-virtual-desktop-manage-access-security-cert-v1.jpg?w=120
748,The IT Ops Sessions: Protect Windows Clients with Defender for Endpoint,Jan 27 2023,by Dean Ellerby,Intermediate,28m,https://pluralsight.imgix.net/course-images/windows-clients-defender-endpoint-protect-it-ops-sessions-v1.png?w=120
749,Managing Windows 10/11 Devices and Data,Jan 26 2023,by Glenn Weadock,Intermediate,3h 17m,https://pluralsight.imgix.net/course-images/windows-10-managing-devices-data-cert-v1.jpg?w=120
750,Authentication and Authorization in ASP.NET Core 6,Jan 26 2023,by Roland Guijt,Intermediate,3h 38m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-authentication-authorization-v1.png?w=120
751,Artificial Intelligence Essentials: AIOps (Artificial Intelligence for IT Operations),Jan 26 2023,by Wilvie Anora,Intermediate,1h 1m,https://pluralsight.imgix.net/course-images/artificial-intelligence-essentials-aiops-v1.jpg?w=120
752,Advanced Cyber Defense Analysis with Wireshark,Jan 26 2023,by Sean Wilkins,Intermediate,2h 31m,https://pluralsight.imgix.net/course-images/wireshark-advanced-cyber-defense-analysis-v1.jpg?w=120
753,Excel Logic Function Playbook,Jan 26 2023,by Craig Golightly,Intermediate,36m,https://pluralsight.imgix.net/course-images/excel-logic-playbook-v1.jpg?w=120
754,Using Critical Observation on the Job,Jan 25 2023,by Jason Alba,Beginner,1h 5m,https://pluralsight.imgix.net/course-images/critical-observation-on-job-v1.png?w=120
755,Asynchronous Programming in JavaScript,Jan 25 2023,by Nate Taylor,Intermediate,1h 17m,https://pluralsight.imgix.net/course-images/javascript-asynchronous-programming-v1.png?w=120
756,IIS Administration Fundamentals,Jan 25 2023,by Tim Warner,Intermediate,2h 26m,https://pluralsight.imgix.net/course-images/iis-administration-fundamentals-2022-v1.jpg?w=120
757,Developing an Asynchronous ASP.NET Core 6 Web API,Jan 23 2023,by Kevin Dockx,Advanced,3h 44m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-web-api-developing-asynchronous-v1.jpg?w=120
758,Manage Files and Datasets with Power BI,Jan 18 2023,by Amruta Mahajan,Beginner,1h 2m,https://pluralsight.imgix.net/course-images/manage-files-datasets-power-bi-v1.jpg?w=120
759,Create and Manage Workspaces with Power BI,Jan 18 2023,by Emilio Melo,Beginner,56m,https://pluralsight.imgix.net/course-images/create-manage-workspaces-with-power-bi-v1.jpg?w=120
760,Functions in JavaScript,Jan 18 2023,by Dan Geabunea,Intermediate,2h 19m,https://pluralsight.imgix.net/course-images/functions-javascript-v1.png?w=120
761,Ubuntu Linux Administration: Service Configuration,Jan 18 2023,by Andrew Mallett,Intermediate,4h 56m,https://pluralsight.imgix.net/course-images/ubuntu-linux-administration-service-configuration-cert-v1.jpg?w=120
762,Product-Led Culture: Build and Maintain Executive Trust,Jan 18 2023,by Pluralsight,Beginner,31m,https://pluralsight.imgix.net/course-images/product-speaker-series-build-maintain-executive-trust-v2.jpg?w=120
763,The IT Ops Sessions: GitHub Copilot for the IT Operations Professional,Jan 18 2023,by Tim Warner,Intermediate,36m,https://pluralsight.imgix.net/course-images/github-copilot-it-operations-professional-it-ops-sessions-v1.png?w=120
764,ASP.NET Core 6 Crash Course,Jan 17 2023,by Erik Dahl,Advanced,2h 31m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-crash-course-v1.jpg?w=120
765,ASP.NET Core 6 Performance,Jan 17 2023,by Erik Dahl,Advanced,3h 27m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-performance-v1.png?w=120
766,Logging and Monitoring in ASP.NET Core 6,Jan 17 2023,by Erik Dahl,Intermediate,3h 44m,https://pluralsight.imgix.net/course-images/logging-monitoring-aspdotnet-core-6-v1.jpg?w=120
767,Fortinet: The Big Picture,Jan 17 2023,by Leigh Bogardis,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/fortinet-big-picture-v1.jpg?w=120
768,Becoming a Better Communicator,Jan 13 2023,by Jason Alba,Beginner,1h 16m,https://pluralsight.imgix.net/course-images/becoming-better-communicator-v1.png?w=120
769,The IT Ops Sessions: Network Transformation in the 5G Age,Jan 13 2023,by Jillian Kaplan,Intermediate,31m,https://pluralsight.imgix.net/course-images/network-transformation-5g-age-it-ops-sessions-v1.png?w=120
770,Troubleshooting Your First Low-performing T-SQL Query,Jan 13 2023,by Jared Westover,Beginner,2h 2m,https://pluralsight.imgix.net/course-images/troubleshooting-first-low-performing-t-sql-query-v1.jpg?w=120
771,CyberArk Fundamentals,Jan 13 2023,by Matt Conran,Intermediate,2h 17m,https://pluralsight.imgix.net/course-images/cyberark-fundamentals-v1.jpg?w=120
772,Windows Endpoint Security: Networking,Jan 13 2023,by Michael Teske,Intermediate,21m,https://pluralsight.imgix.net/course-images/windows-endpoint-security-networking-v1.jpg?w=120
773,Persistence in Jakarta EE 10 with Hibernate,Jan 13 2023,by Catalin Tudose,Intermediate,1h 53m,https://pluralsight.imgix.net/course-images/jakarta-ee-10-hibernate-persistence-v1.png?w=120
774,Git Workflow Patterns,Jan 11 2023,by Markus Neuhoff,Advanced,1h 26m,https://pluralsight.imgix.net/course-images/git-workflow-patterns-v1.jpg?w=120
775,Deploying ASP.NET Core 6 Blazor Applications to Azure,Jan 11 2023,by Afzaal Ahmad Zeeshan,Intermediate,1h 18m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-deploying-blazor-applications-azure-v1.png?w=120
776,The IT Ops Sessions: ARM Templates vs. Terraform,Jan 11 2023,by Tim Warner,Intermediate,43m,https://pluralsight.imgix.net/course-images/arm-templates-terraform-it-ops-sessions-v1.png?w=120
777,Functional Programming in Python 3,Jan 11 2023,by Gerald Britton,Advanced,1h 27m,https://pluralsight.imgix.net/course-images/python-3-functional-programming-v1.png?w=120
778,Deploying MPLS Segment Routing and Layer-2 VPNs,Jan 11 2023,by Nick Russo,Advanced,2h 2m,https://pluralsight.imgix.net/course-images/mpls-segment-routing-layer-2-vpns-deploying-cert-v1.jpg?w=120
779,Google Drive,Jan 10 2023,by Google Cloud,Beginner,43m,https://pluralsight.imgix.net/course-images/google-drive-1-v1.png?w=120
780,Google Drive,Jan 10 2023,by Google Cloud,Beginner,43m,https://pluralsight.imgix.net/course-images/google-drive-1-v1.png?w=120
781,Google Drive,Jan 10 2023,by Google Cloud,Beginner,43m,https://pluralsight.imgix.net/course-images/google-drive-1-v1.png?w=120
782,Google Meet and Google Chat,Jan 10 2023,by Google Cloud,Beginner,42m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
783,Google Slides,Jan 10 2023,by Google Cloud,Beginner,44m,https://pluralsight.imgix.net/course-images/google-slides-1-v1.png?w=120
784,Google Slides,Jan 10 2023,by Google Cloud,Beginner,44m,https://pluralsight.imgix.net/course-images/google-slides-1-v1.png?w=120
785,Google Slides,Jan 10 2023,by Google Cloud,Beginner,44m,https://pluralsight.imgix.net/course-images/google-slides-1-v1.png?w=120
786,Google Slides,Jan 10 2023,by Google Cloud,Beginner,44m,https://pluralsight.imgix.net/course-images/google-slides-1-v1.png?w=120
787,Feature Sharing and Discovery Using the Databricks Feature Store,Jan 10 2023,by Janani Ravi,Intermediate,2h 1m,https://pluralsight.imgix.net/course-images/featuring-sharing-discovery-databricks-feature-store-v1.jpg?w=120
788,Google Drive,Jan 10 2023,by Google Cloud,Beginner,43m,https://pluralsight.imgix.net/course-images/google-drive-1-v1.png?w=120
789,Configuring and Troubleshooting FreeRADIUS,Jan 9 2023,by Paolo Cruschelli,Intermediate,1h 7m,https://pluralsight.imgix.net/course-images/freeradius-configuring-troubleshooting-cert-v1.jpg?w=120
790,Automate Machine Learning Using Databricks AutoML,Jan 7 2023,by Janani Ravi,Intermediate,1h 50m,https://pluralsight.imgix.net/course-images/automate-machine-learning-databricks-automl-v1.jpg?w=120
791,Python 3: The Big Picture,Jan 7 2023,by Jason Olson,Beginner,51m,https://pluralsight.imgix.net/course-images/python-3-big-picture-v1.jpg?w=120
792,"Logging, Monitoring and Observability in Google Cloud",Jan 6 2023,by Google Cloud,Beginner,4h 40m,https://pluralsight.imgix.net/course-images/logging-monitoring-observability-google-cloud-3-v1.png?w=120
793,The IT Ops Sessions: LBaaS - Unleashing the Power of Cloud Load Balancers,Jan 6 2023,by Naveed Tauhid,Intermediate,29m,https://pluralsight.imgix.net/course-images/lbaas-cloud-load-balancers-unleashing-power-it-ops-sessions-v1.png?w=120
794,Python Data Essentials: Data Structures,Jan 6 2023,by Mihaela Danci,Beginner,1h 10m,https://pluralsight.imgix.net/course-images/python-data-essentials-data-structures-v1.jpg?w=120
795,Google Sheets - Advanced Topics,Jan 6 2023,by Google Cloud,Beginner,49m,https://pluralsight.imgix.net/course-images/google-sheets---advanced-topics-1-v1.png?w=120
796,Google Sheets - Advanced Topics,Jan 6 2023,by Pluralsight,Beginner,49m,https://pluralsight.imgix.net/course-images/google-sheets---advanced-topics-1-v1.png?w=120
797,vSphere 8: Configuring and Managing vSphere Networking,Jan 6 2023,by David Davis,Intermediate,2h 38m,https://pluralsight.imgix.net/course-images/vsphere-8-configuring-managing-vsphere-networking-v1.jpg?w=120
798,Xamarin.Forms 5: The Big Picture,Jan 6 2023,by Chris Miller,Beginner,48m,https://pluralsight.imgix.net/course-images/xamarin-forms-5-big-picture-v1.jpg?w=120
799,Modern Service Provider Architectures,Jan 5 2023,by Nick Russo,Intermediate,1h 7m,https://pluralsight.imgix.net/course-images/modern-service-provider-architectures-cert-v2.jpg?w=120
800,Getting Started with WordPress,Jan 5 2023,by Steve Buchanan,Intermediate,1h 5m,https://pluralsight.imgix.net/course-images/wordpress-getting-started-v1.jpg?w=120
801,What's New in .NET 7,Jan 4 2023,by Gill Cleeren,Intermediate,1h 51m,https://pluralsight.imgix.net/course-images/dot-net-7-whats-new-v1.png?w=120
802,Managing Machine Learning Projects with Google Cloud,Jan 4 2023,by Google Cloud,Beginner,4h 22m,https://pluralsight.imgix.net/course-images/managing-machine-learning-projects-google-cloud-3-v1.png?w=120
803,Technical Communication for Non-Technical Audiences,Jan 4 2023,by Pluralsight,Beginner,54m,https://pluralsight.imgix.net/course-images/profdev-series-technical-communication-non-technical-v1.jpg?w=120
804,Gmail,Jan 4 2023,by Google Cloud,Beginner,58m,https://pluralsight.imgix.net/course-images/gmail-1-v1.png?w=120
805,Google Sheets,Jan 4 2023,by Google Cloud,Beginner,50m,https://pluralsight.imgix.net/course-images/google-sheets-1-v1.png?w=120
806,Google Sheets,Jan 4 2023,by Google Cloud,Beginner,50m,https://pluralsight.imgix.net/course-images/google-sheets-1-v1.png?w=120
807,Google Docs,Jan 4 2023,by Google Cloud,Beginner,38m,https://pluralsight.imgix.net/course-images/google-docs-2-v1.png?w=120
808,Google Calendar,Jan 4 2023,by Google Cloud,Beginner,42m,https://pluralsight.imgix.net/course-images/google-calendar-1-v1.png?w=120
809,Google Workspace Security,Jan 4 2023,by Google Cloud,Beginner,16m,https://pluralsight.imgix.net/course-images/google-workspace-security-2-v1.png?w=120
810,Essential Google Cloud Infrastructure: Core Services,Jan 4 2023,by Google Cloud,Beginner,3h 20m,https://pluralsight.imgix.net/course-images/essential-google-cloud-infrastructure-core-services-11-v1.png?w=120
811,Innovating with Data and Google Cloud,Jan 4 2023,by Google Cloud,Beginner,1h 26m,https://pluralsight.imgix.net/course-images/innovating-data-google-cloud-5-v1.png?w=120
812,Jakarta EE 10 Messaging with RabbitMQ,Jan 4 2023,by Kevin Jones,Advanced,4h 19m,https://pluralsight.imgix.net/course-images/jakarta-ee-10-rabbitmq-messaging-v1.png?w=120
813,Building a REST API in JavaScript with Express,Jan 4 2023,by Steve Buchanan,Intermediate,1h 23m,https://pluralsight.imgix.net/course-images/javascript-express-building-rest-api-v1.png?w=120
814,IBM Cloud Pak for Security 1.10 Administrator,Jan 4 2023,by IBM,Beginner,4h 20m,https://pluralsight.imgix.net/course-images/ibm-cloud-pak-security-1-dot-10-administrator-1-v1.jpg?w=120
815,Google Workspace Mail Management,Jan 4 2023,by Google Cloud,Beginner,30m,https://pluralsight.imgix.net/course-images/google-workspace-mail-management-2-v1.png?w=120
816,Digital Transformation with Google Cloud,Jan 4 2023,by Google Cloud,Beginner,1h 27m,https://pluralsight.imgix.net/course-images/digital-transformation-google-cloud-v1.png?w=120
817,Transpiling and Polyfills for Extended JavaScript Support,Jan 4 2023,by Nertil Poci,Advanced,1h 3m,https://pluralsight.imgix.net/course-images/javascript-transpiling-polyfills-extended-support-v1.png?w=120
818,Understanding Your Google Cloud Costs,Jan 4 2023,by Google Cloud,Beginner,35m,https://pluralsight.imgix.net/course-images/understanding-google-cloud-costs-3-v1.png?w=120
819,Mapping Real-world Classes in EF Core 6,Jan 4 2023,by Torben Boeck Jensen,Intermediate,3h 54m,https://pluralsight.imgix.net/course-images/ef-core-6-mapping-real-world-cases-v1.png?w=120
820,Installing and Configuring Windows 10/11,Jan 3 2023,by Andrew Bettany,Intermediate,2h 36m,https://pluralsight.imgix.net/course-images/windows-10-installing-configuring-v2.jpg?w=120
821,JavaScript Unit Testing with Jest,Jan 3 2023,by Gabriel McNeilly,Intermediate,1h 38m,https://pluralsight.imgix.net/course-images/javascript-unit-testing-jest-v1.jpg?w=120
822,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Jan 3 2023,by Google Cloud,Beginner,29m,https://pluralsight.imgix.net/course-images/building-scalable-java-microservices-spring-boot-spring-cloud-4-v1.png?w=120
823,Managing Google Workspace,Jan 3 2023,by Google Cloud,Beginner,26m,https://pluralsight.imgix.net/course-images/managing-google-workspace-2-v1.png?w=120
824,Elastic Google Cloud Infrastructure: Scaling and Automation,Jan 3 2023,by Google Cloud,Beginner,2h 43m,https://pluralsight.imgix.net/course-images/elastic-google-cloud-infrastructure-scaling-automation-10-v1.png?w=120
825,Elastic Google Cloud Infrastructure: Scaling and Automation,Jan 3 2023,by Google Cloud,Beginner,2h 43m,https://pluralsight.imgix.net/course-images/elastic-google-cloud-infrastructure-scaling-automation-10-v1.png?w=120
